date,day_of_week,hour,item_name,revenue,transaction_count
2024-01-12,Friday,18,Breakfast Sandwich,203.2,17
2024-01-12,Friday,18,Drip Coffee,139.34,12
2024-01-12,Friday,18,Croissant,104.5,9
2024-01-12,Friday,19,Drip Coffee,198.16,17
2024-01-12,Friday,19,Croissant,135.88,11
2024-01-12,Friday,19,Latte,101.91,8
2024-01-12,Friday,20,Croissant,194.1,16
2024-01-12,Friday,20,Latte,133.1,11
2024-01-12,Friday,20,Muffin,99.82,8
2024-01-12,Friday,21,Latte,191.49,16
2024-01-12,Friday,21,Muffin,131.31,11
2024-01-12,Friday,21,Breakfast Sandwich,98.48,8
2024-01-12,Friday,22,Muffin,122.97,10
2024-01-12,Friday,22,Breakfast Sandwich,84.32,7
2024-01-12,Friday,22,Drip Coffee,63.24,5
2024-01-13,Saturday,8,Specialty Cake,105.18,9
2024-01-13,Saturday,8,Sundae,77.33,6
2024-01-13,Saturday,8,Cold Brew,55.68,5
2024-01-13,Saturday,9,Sundae,107.48,9
2024-01-13,Saturday,9,Cold Brew,79.03,7
2024-01-13,Saturday,9,Brownie,56.9,5
2024-01-13,Saturday,10,Cold Brew,109.2,9
2024-01-13,Saturday,10,Brownie,80.3,7
2024-01-13,Saturday,10,Party Pack,57.81,5
2024-01-13,Saturday,11,Brownie,202.47,17
2024-01-13,Saturday,11,Party Pack,148.88,12
2024-01-13,Saturday,11,Specialty Cake,107.19,9
2024-01-13,Saturday,12,Party Pack,202.58,17
2024-01-13,Saturday,12,Specialty Cake,148.95,12
2024-01-13,Saturday,12,Sundae,107.25,9
2024-01-13,Saturday,13,Specialty Cake,201.04,17
2024-01-13,Saturday,13,Sundae,147.82,12
2024-01-13,Saturday,13,Cold Brew,106.43,9
2024-01-13,Saturday,14,Sundae,198.04,17
2024-01-13,Saturday,14,Cold Brew,145.62,12
2024-01-13,Saturday,14,Brownie,104.85,9
2024-01-13,Saturday,15,Cold Brew,155.12,13
2024-01-13,Saturday,15,Brownie,114.06,10
2024-01-13,Saturday,15,Party Pack,82.12,7
2024-01-13,Saturday,16,Brownie,151.27,13
2024-01-13,Saturday,16,Party Pack,111.23,9
2024-01-13,Saturday,16,Specialty Cake,80.08,7
2024-01-13,Saturday,17,Party Pack,147.29,12
2024-01-13,Saturday,17,Specialty Cake,108.3,9
2024-01-13,Saturday,17,Sundae,77.98,6
2024-01-13,Saturday,18,Specialty Cake,222.64,19
2024-01-13,Saturday,18,Sundae,163.71,14
2024-01-13,Saturday,18,Cold Brew,117.87,10
2024-01-13,Saturday,19,Sundae,218.08,18
2024-01-13,Saturday,19,Cold Brew,160.35,13
2024-01-13,Saturday,19,Brownie,115.46,10
2024-01-13,Saturday,20,Cold Brew,215.15,18
2024-01-13,Saturday,20,Brownie,158.2,13
2024-01-13,Saturday,20,Party Pack,113.9,9
2024-01-13,Saturday,21,Brownie,214.15,18
2024-01-13,Saturday,21,Party Pack,157.46,13
2024-01-13,Saturday,21,Specialty Cake,113.37,9
2024-01-13,Saturday,22,Party Pack,138.84,12
2024-01-13,Saturday,22,Specialty Cake,102.09,9
2024-01-13,Saturday,22,Sundae,73.5,6
2024-01-14,Sunday,8,Sundae,78.23,7
2024-01-14,Sunday,8,Cold Brew,57.52,5
2024-01-14,Sunday,8,Brownie,41.42,3
2024-01-14,Sunday,9,Cold Brew,79.49,7
2024-01-14,Sunday,9,Brownie,58.44,5
2024-01-14,Sunday,9,Party Pack,42.08,4
2024-01-14,Sunday,10,Brownie,80.17,7
2024-01-14,Sunday,10,Party Pack,58.95,5
2024-01-14,Sunday,10,Specialty Cake,42.44,4
2024-01-14,Sunday,11,Party Pack,147.44,12
2024-01-14,Sunday,11,Specialty Cake,108.42,9
2024-01-14,Sunday,11,Sundae,78.06,7
2024-01-14,Sunday,12,Specialty Cake,146.33,12
2024-01-14,Sunday,12,Sundae,107.6,9
2024-01-14,Sunday,12,Cold Brew,77.47,6
2024-01-14,Sunday,13,Sundae,144.15,12
2024-01-14,Sunday,13,Cold Brew,105.99,9
2024-01-14,Sunday,13,Brownie,76.31,6
2024-01-14,Sunday,14,Cold Brew,141.13,12
2024-01-14,Sunday,14,Brownie,103.78,9
2024-01-14,Sunday,14,Party Pack,74.72,6
2024-01-14,Sunday,15,Brownie,110.1,9
2024-01-14,Sunday,15,Party Pack,80.96,7
2024-01-14,Sunday,15,Specialty Cake,58.29,5
2024-01-14,Sunday,16,Party Pack,107.21,9
2024-01-14,Sunday,16,Specialty Cake,78.83,7
2024-01-14,Sunday,16,Sundae,56.76,5
2024-01-14,Sunday,17,Specialty Cake,104.55,9
2024-01-14,Sunday,17,Sundae,76.87,6
2024-01-14,Sunday,17,Cold Brew,55.35,5
2024-01-14,Sunday,18,Sundae,158.73,13
2024-01-14,Sunday,18,Cold Brew,116.72,10
2024-01-14,Sunday,18,Brownie,84.03,7
2024-01-14,Sunday,19,Cold Brew,156.59,13
2024-01-14,Sunday,19,Brownie,115.14,10
2024-01-14,Sunday,19,Party Pack,82.9,7
2024-01-14,Sunday,20,Brownie,155.87,13
2024-01-14,Sunday,20,Party Pack,114.61,10
2024-01-14,Sunday,20,Specialty Cake,82.52,7
2024-01-14,Sunday,21,Party Pack,156.63,13
2024-01-14,Sunday,21,Specialty Cake,115.17,10
2024-01-14,Sunday,21,Sundae,82.92,7
2024-01-14,Sunday,22,Specialty Cake,102.46,9
2024-01-14,Sunday,22,Sundae,75.33,6
2024-01-14,Sunday,22,Cold Brew,54.24,5
2024-01-15,Monday,8,Latte,58.23,5
2024-01-15,Monday,8,Muffin,39.93,3
2024-01-15,Monday,8,Breakfast Sandwich,29.95,2
2024-01-15,Monday,9,Muffin,58.73,5
2024-01-15,Monday,9,Breakfast Sandwich,40.27,3
2024-01-15,Monday,9,Drip Coffee,30.21,3
2024-01-15,Monday,10,Breakfast Sandwich,58.76,5
2024-01-15,Monday,10,Drip Coffee,40.3,3
2024-01-15,Monday,10,Croissant,30.22,3
2024-01-15,Monday,11,Drip Coffee,107.2,9
2024-01-15,Monday,11,Croissant,73.51,6
2024-01-15,Monday,11,Latte,55.13,5
2024-01-15,Monday,12,Croissant,105.61,9
2024-01-15,Monday,12,Latte,72.42,6
2024-01-15,Monday,12,Muffin,54.31,5
2024-01-15,Monday,13,Latte,103.4,9
2024-01-15,Monday,13,Muffin,70.9,6
2024-01-15,Monday,13,Breakfast Sandwich,53.18,4
2024-01-15,Monday,14,Muffin,100.83,8
2024-01-15,Monday,14,Breakfast Sandwich,69.14,6
2024-01-15,Monday,14,Drip Coffee,51.86,4
2024-01-15,Monday,15,Breakfast Sandwich,78.55,7
2024-01-15,Monday,15,Drip Coffee,53.86,4
2024-01-15,Monday,15,Croissant,40.4,3
2024-01-15,Monday,16,Drip Coffee,76.59,6
2024-01-15,Monday,16,Croissant,52.52,4
2024-01-15,Monday,16,Latte,39.39,3
2024-01-15,Monday,17,Croissant,75.03,6
2024-01-15,Monday,17,Latte,51.45,4
2024-01-15,Monday,17,Muffin,38.59,3
2024-01-15,Monday,18,Latte,114.73,10
2024-01-15,Monday,18,Muffin,78.67,7
2024-01-15,Monday,18,Breakfast Sandwich,59,5
2024-01-15,Monday,19,Muffin,114.19,10
2024-01-15,Monday,19,Breakfast Sandwich,78.3,7
2024-01-15,Monday,19,Drip Coffee,58.73,5
2024-01-15,Monday,20,Breakfast Sandwich,114.75,10
2024-01-15,Monday,20,Drip Coffee,78.69,7
2024-01-15,Monday,20,Croissant,59.02,5
2024-01-15,Monday,21,Drip Coffee,116.35,10
2024-01-15,Monday,21,Croissant,79.78,7
2024-01-15,Monday,21,Latte,59.84,5
2024-01-15,Monday,22,Croissant,76.64,6
2024-01-15,Monday,22,Latte,52.56,4
2024-01-15,Monday,22,Muffin,39.42,3
2024-01-16,Tuesday,8,Muffin,49.78,4
2024-01-16,Tuesday,8,Breakfast Sandwich,34.14,3
2024-01-16,Tuesday,8,Drip Coffee,25.6,2
2024-01-16,Tuesday,9,Breakfast Sandwich,49.81,4
2024-01-16,Tuesday,9,Drip Coffee,34.16,3
2024-01-16,Tuesday,9,Croissant,25.62,2
2024-01-16,Tuesday,10,Drip Coffee,49.43,4
2024-01-16,Tuesday,10,Croissant,33.9,3
2024-01-16,Tuesday,10,Latte,25.42,2
2024-01-16,Tuesday,11,Croissant,89.52,7
2024-01-16,Tuesday,11,Latte,61.38,5
2024-01-16,Tuesday,11,Muffin,46.04,4
2024-01-16,Tuesday,12,Latte,87.65,7
2024-01-16,Tuesday,12,Muffin,60.1,5
2024-01-16,Tuesday,12,Breakfast Sandwich,45.08,4
2024-01-16,Tuesday,13,Muffin,85.47,7
2024-01-16,Tuesday,13,Breakfast Sandwich,58.61,5
2024-01-16,Tuesday,13,Drip Coffee,43.95,4
2024-01-16,Tuesday,14,Breakfast Sandwich,83.22,7
2024-01-16,Tuesday,14,Drip Coffee,57.07,5
2024-01-16,Tuesday,14,Croissant,42.8,4
2024-01-16,Tuesday,15,Drip Coffee,64.92,5
2024-01-16,Tuesday,15,Croissant,44.52,4
2024-01-16,Tuesday,15,Latte,33.39,3
2024-01-16,Tuesday,16,Croissant,63.59,5
2024-01-16,Tuesday,16,Latte,43.61,4
2024-01-16,Tuesday,16,Muffin,32.71,3
2024-01-16,Tuesday,17,Latte,62.74,5
2024-01-16,Tuesday,17,Muffin,43.02,4
2024-01-16,Tuesday,17,Breakfast Sandwich,32.27,3
2024-01-16,Tuesday,18,Muffin,96.8,8
2024-01-16,Tuesday,18,Breakfast Sandwich,66.37,6
2024-01-16,Tuesday,18,Drip Coffee,49.78,4
2024-01-16,Tuesday,19,Breakfast Sandwich,97.27,8
2024-01-16,Tuesday,19,Drip Coffee,66.7,6
2024-01-16,Tuesday,19,Croissant,50.03,4
2024-01-16,Tuesday,20,Drip Coffee,98.62,8
2024-01-16,Tuesday,20,Croissant,67.62,6
2024-01-16,Tuesday,20,Latte,50.72,4
2024-01-16,Tuesday,21,Croissant,100.7,8
2024-01-16,Tuesday,21,Latte,69.05,6
2024-01-16,Tuesday,21,Muffin,51.79,4
2024-01-16,Tuesday,22,Latte,66.63,6
2024-01-16,Tuesday,22,Muffin,45.69,4
2024-01-16,Tuesday,22,Breakfast Sandwich,34.26,3
2024-01-17,Wednesday,8,Breakfast Sandwich,52.92,4
2024-01-17,Wednesday,8,Drip Coffee,36.29,3
2024-01-17,Wednesday,8,Croissant,27.22,2
2024-01-17,Wednesday,9,Drip Coffee,52.52,4
2024-01-17,Wednesday,9,Croissant,36.01,3
2024-01-17,Wednesday,9,Latte,27.01,2
2024-01-17,Wednesday,10,Croissant,51.74,4
2024-01-17,Wednesday,10,Latte,35.48,3
2024-01-17,Wednesday,10,Muffin,26.61,2
2024-01-17,Wednesday,11,Latte,93.12,8
2024-01-17,Wednesday,11,Muffin,63.85,5
2024-01-17,Wednesday,11,Breakfast Sandwich,47.89,4
2024-01-17,Wednesday,12,Muffin,90.8,8
2024-01-17,Wednesday,12,Breakfast Sandwich,62.27,5
2024-01-17,Wednesday,12,Drip Coffee,46.7,4
2024-01-17,Wednesday,13,Breakfast Sandwich,88.42,7
2024-01-17,Wednesday,13,Drip Coffee,60.63,5
2024-01-17,Wednesday,13,Croissant,45.47,4
2024-01-17,Wednesday,14,Drip Coffee,86.22,7
2024-01-17,Wednesday,14,Croissant,59.12,5
2024-01-17,Wednesday,14,Latte,44.34,4
2024-01-17,Wednesday,15,Croissant,67.57,6
2024-01-17,Wednesday,15,Latte,46.33,4
2024-01-17,Wednesday,15,Muffin,34.75,3
2024-01-17,Wednesday,16,Latte,66.65,6
2024-01-17,Wednesday,16,Muffin,45.71,4
2024-01-17,Wednesday,16,Breakfast Sandwich,34.28,3
2024-01-17,Wednesday,17,Muffin,66.35,6
2024-01-17,Wednesday,17,Breakfast Sandwich,45.49,4
2024-01-17,Wednesday,17,Drip Coffee,34.12,3
2024-01-17,Wednesday,18,Breakfast Sandwich,103.34,9
2024-01-17,Wednesday,18,Drip Coffee,70.86,6
2024-01-17,Wednesday,18,Croissant,53.15,4
2024-01-17,Wednesday,19,Drip Coffee,104.78,9
2024-01-17,Wednesday,19,Croissant,71.85,6
2024-01-17,Wednesday,19,Latte,53.88,4
2024-01-17,Wednesday,20,Croissant,106.98,9
2024-01-17,Wednesday,20,Latte,73.36,6
2024-01-17,Wednesday,20,Muffin,55.02,5
2024-01-17,Wednesday,21,Latte,109.71,9
2024-01-17,Wednesday,21,Muffin,75.23,6
2024-01-17,Wednesday,21,Breakfast Sandwich,56.42,5
2024-01-17,Wednesday,22,Muffin,72.69,6
2024-01-17,Wednesday,22,Breakfast Sandwich,49.85,4
2024-01-17,Wednesday,22,Drip Coffee,37.39,3
2024-01-18,Thursday,8,Drip Coffee,62.43,5
2024-01-18,Thursday,8,Croissant,42.81,4
2024-01-18,Thursday,8,Latte,32.11,3
2024-01-18,Thursday,9,Croissant,61.5,5
2024-01-18,Thursday,9,Latte,42.17,4
2024-01-18,Thursday,9,Muffin,31.63,3
2024-01-18,Thursday,10,Latte,60.22,5
2024-01-18,Thursday,10,Muffin,41.29,3
2024-01-18,Thursday,10,Breakfast Sandwich,30.97,3
2024-01-18,Thursday,11,Muffin,107.94,9
2024-01-18,Thursday,11,Breakfast Sandwich,74.02,6
2024-01-18,Thursday,11,Drip Coffee,55.51,5
2024-01-18,Thursday,12,Breakfast Sandwich,105.11,9
2024-01-18,Thursday,12,Drip Coffee,72.07,6
2024-01-18,Thursday,12,Croissant,54.06,5
2024-01-18,Thursday,13,Drip Coffee,102.5,9
2024-01-18,Thursday,13,Croissant,70.28,6
2024-01-18,Thursday,13,Latte,52.71,4
2024-01-18,Thursday,14,Croissant,100.4,8
2024-01-18,Thursday,14,Latte,68.85,6
2024-01-18,Thursday,14,Muffin,51.63,4
2024-01-18,Thursday,15,Latte,79.24,7
2024-01-18,Thursday,15,Muffin,54.34,5
2024-01-18,Thursday,15,Breakfast Sandwich,40.75,3
2024-01-18,Thursday,16,Muffin,78.87,7
2024-01-18,Thursday,16,Breakfast Sandwich,54.08,5
2024-01-18,Thursday,16,Drip Coffee,40.56,3
2024-01-18,Thursday,17,Breakfast Sandwich,79.26,7
2024-01-18,Thursday,17,Drip Coffee,54.35,5
2024-01-18,Thursday,17,Croissant,40.76,3
2024-01-18,Thursday,18,Drip Coffee,124.55,10
2024-01-18,Thursday,18,Croissant,85.41,7
2024-01-18,Thursday,18,Latte,64.06,5
2024-01-18,Thursday,19,Croissant,127.18,11
2024-01-18,Thursday,19,Latte,87.21,7
2024-01-18,Thursday,19,Muffin,65.4,5
2024-01-18,Thursday,20,Latte,130.42,11
2024-01-18,Thursday,20,Muffin,89.43,7
2024-01-18,Thursday,20,Breakfast Sandwich,67.08,6
2024-01-18,Thursday,21,Muffin,133.94,11
2024-01-18,Thursday,21,Breakfast Sandwich,91.85,8
2024-01-18,Thursday,21,Drip Coffee,68.89,6
2024-01-18,Thursday,22,Breakfast Sandwich,88.61,7
2024-01-18,Thursday,22,Drip Coffee,60.76,5
2024-01-18,Thursday,22,Croissant,45.57,4
2024-01-19,Friday,8,Croissant,90.95,8
2024-01-19,Friday,8,Latte,62.37,5
2024-01-19,Friday,8,Muffin,46.78,4
2024-01-19,Friday,9,Latte,89.05,7
2024-01-19,Friday,9,Muffin,61.07,5
2024-01-19,Friday,9,Breakfast Sandwich,45.8,4
2024-01-19,Friday,10,Muffin,86.84,7
2024-01-19,Friday,10,Breakfast Sandwich,59.55,5
2024-01-19,Friday,10,Drip Coffee,44.66,4
2024-01-19,Friday,11,Breakfast Sandwich,155.44,13
2024-01-19,Friday,11,Drip Coffee,106.59,9
2024-01-19,Friday,11,Croissant,79.94,7
2024-01-19,Friday,12,Drip Coffee,151.58,13
2024-01-19,Friday,12,Croissant,103.94,9
2024-01-19,Friday,12,Latte,77.95,6
2024-01-19,Friday,13,Croissant,148.48,12
2024-01-19,Friday,13,Latte,101.81,8
2024-01-19,Friday,13,Muffin,76.36,6
2024-01-19,Friday,14,Latte,146.48,12
2024-01-19,Friday,14,Muffin,100.44,8
2024-01-19,Friday,14,Breakfast Sandwich,75.33,6
2024-01-19,Friday,15,Muffin,116.64,10
2024-01-19,Friday,15,Breakfast Sandwich,79.98,7
2024-01-19,Friday,15,Drip Coffee,59.98,5
2024-01-19,Friday,16,Breakfast Sandwich,117.21,10
2024-01-19,Friday,16,Drip Coffee,80.37,7
2024-01-19,Friday,16,Croissant,60.28,5
2024-01-19,Friday,17,Drip Coffee,118.84,10
2024-01-19,Friday,17,Croissant,81.49,7
2024-01-19,Friday,17,Latte,61.12,5
2024-01-19,Friday,18,Croissant,188.08,16
2024-01-19,Friday,18,Latte,128.97,11
2024-01-19,Friday,18,Muffin,96.72,8
2024-01-19,Friday,19,Latte,192.88,16
2024-01-19,Friday,19,Muffin,132.26,11
2024-01-19,Friday,19,Breakfast Sandwich,99.2,8
2024-01-19,Friday,20,Muffin,198.09,17
2024-01-19,Friday,20,Breakfast Sandwich,135.83,11
2024-01-19,Friday,20,Drip Coffee,101.87,8
2024-01-19,Friday,21,Breakfast Sandwich,203.12,17
2024-01-19,Friday,21,Drip Coffee,139.28,12
2024-01-19,Friday,21,Croissant,104.46,9
2024-01-19,Friday,22,Drip Coffee,133.82,11
2024-01-19,Friday,22,Croissant,91.76,8
2024-01-19,Friday,22,Latte,68.82,6
2024-01-20,Saturday,8,Cold Brew,100.1,8
2024-01-20,Saturday,8,Brownie,73.6,6
2024-01-20,Saturday,8,Party Pack,52.99,4
2024-01-20,Saturday,9,Brownie,97.61,8
2024-01-20,Saturday,9,Party Pack,71.77,6
2024-01-20,Saturday,9,Specialty Cake,51.67,4
2024-01-20,Saturday,10,Party Pack,95.04,8
2024-01-20,Saturday,10,Specialty Cake,69.89,6
2024-01-20,Saturday,10,Sundae,50.32,4
2024-01-20,Saturday,11,Specialty Cake,170.37,14
2024-01-20,Saturday,11,Sundae,125.28,10
2024-01-20,Saturday,11,Cold Brew,90.2,8
2024-01-20,Saturday,12,Sundae,166.89,14
2024-01-20,Saturday,12,Cold Brew,122.71,10
2024-01-20,Saturday,12,Brownie,88.35,7
2024-01-20,Saturday,13,Cold Brew,164.64,14
2024-01-20,Saturday,13,Brownie,121.06,10
2024-01-20,Saturday,13,Party Pack,87.16,7
2024-01-20,Saturday,14,Brownie,163.88,14
2024-01-20,Saturday,14,Party Pack,120.5,10
2024-01-20,Saturday,14,Specialty Cake,86.76,7
2024-01-20,Saturday,15,Party Pack,131.74,11
2024-01-20,Saturday,15,Specialty Cake,96.87,8
2024-01-20,Saturday,15,Sundae,69.75,6
2024-01-20,Saturday,16,Specialty Cake,133.57,11
2024-01-20,Saturday,16,Sundae,98.22,8
2024-01-20,Saturday,16,Cold Brew,70.71,6
2024-01-20,Saturday,17,Sundae,136.38,11
2024-01-20,Saturday,17,Cold Brew,100.28,8
2024-01-20,Saturday,17,Brownie,72.2,6
2024-01-20,Saturday,18,Cold Brew,216.79,18
2024-01-20,Saturday,18,Brownie,159.41,13
2024-01-20,Saturday,18,Party Pack,114.77,10
2024-01-20,Saturday,19,Brownie,222.65,19
2024-01-20,Saturday,19,Party Pack,163.71,14
2024-01-20,Saturday,19,Specialty Cake,117.87,10
2024-01-20,Saturday,20,Party Pack,228.3,19
2024-01-20,Saturday,20,Specialty Cake,167.87,14
2024-01-20,Saturday,20,Sundae,120.86,10
2024-01-20,Saturday,21,Specialty Cake,233.14,19
2024-01-20,Saturday,21,Sundae,171.42,14
2024-01-20,Saturday,21,Cold Brew,123.43,10
2024-01-20,Saturday,22,Sundae,152.66,13
2024-01-20,Saturday,22,Cold Brew,112.25,9
2024-01-20,Saturday,22,Brownie,80.82,7
2024-01-21,Sunday,8,Brownie,71.07,6
2024-01-21,Sunday,8,Party Pack,52.26,4
2024-01-21,Sunday,8,Specialty Cake,37.63,3
2024-01-21,Sunday,9,Party Pack,69.2,6
2024-01-21,Sunday,9,Specialty Cake,50.88,4
2024-01-21,Sunday,9,Sundae,36.64,3
2024-01-21,Sunday,10,Specialty Cake,67.49,6
2024-01-21,Sunday,10,Sundae,49.62,4
2024-01-21,Sunday,10,Cold Brew,35.73,3
2024-01-21,Sunday,11,Sundae,121.52,10
2024-01-21,Sunday,11,Cold Brew,89.35,7
2024-01-21,Sunday,11,Brownie,64.33,5
2024-01-21,Sunday,12,Cold Brew,119.88,10
2024-01-21,Sunday,12,Brownie,88.15,7
2024-01-21,Sunday,12,Party Pack,63.47,5
2024-01-21,Sunday,13,Brownie,119.32,10
2024-01-21,Sunday,13,Party Pack,87.74,7
2024-01-21,Sunday,13,Specialty Cake,63.17,5
2024-01-21,Sunday,14,Party Pack,119.91,10
2024-01-21,Sunday,14,Specialty Cake,88.17,7
2024-01-21,Sunday,14,Sundae,63.48,5
2024-01-21,Sunday,15,Specialty Cake,97.26,8
2024-01-21,Sunday,15,Sundae,71.52,6
2024-01-21,Sunday,15,Cold Brew,51.49,4
2024-01-21,Sunday,16,Sundae,99.31,8
2024-01-21,Sunday,16,Cold Brew,73.02,6
2024-01-21,Sunday,16,Brownie,52.57,4
2024-01-21,Sunday,17,Cold Brew,101.84,8
2024-01-21,Sunday,17,Brownie,74.89,6
2024-01-21,Sunday,17,Party Pack,53.92,4
2024-01-21,Sunday,18,Brownie,162.12,14
2024-01-21,Sunday,18,Party Pack,119.2,10
2024-01-21,Sunday,18,Specialty Cake,85.83,7
2024-01-21,Sunday,19,Party Pack,166.24,14
2024-01-21,Sunday,19,Specialty Cake,122.23,10
2024-01-21,Sunday,19,Sundae,88.01,7
2024-01-21,Sunday,20,Specialty Cake,169.76,14
2024-01-21,Sunday,20,Sundae,124.82,10
2024-01-21,Sunday,20,Cold Brew,89.87,7
2024-01-21,Sunday,21,Sundae,172.3,14
2024-01-21,Sunday,21,Cold Brew,126.69,11
2024-01-21,Sunday,21,Brownie,91.22,8
2024-01-21,Sunday,22,Cold Brew,111.98,9
2024-01-21,Sunday,22,Brownie,82.34,7
2024-01-21,Sunday,22,Party Pack,59.28,5
2024-01-22,Monday,8,Breakfast Sandwich,56.4,5
2024-01-22,Monday,8,Drip Coffee,38.68,3
2024-01-22,Monday,8,Croissant,29.01,2
2024-01-22,Monday,9,Drip Coffee,55,5
2024-01-22,Monday,9,Croissant,37.72,3
2024-01-22,Monday,9,Latte,28.29,2
2024-01-22,Monday,10,Croissant,53.88,4
2024-01-22,Monday,10,Latte,36.94,3
2024-01-22,Monday,10,Muffin,27.71,2
2024-01-22,Monday,11,Latte,97.7,8
2024-01-22,Monday,11,Muffin,67,6
2024-01-22,Monday,11,Breakfast Sandwich,50.25,4
2024-01-22,Monday,12,Muffin,97.25,8
2024-01-22,Monday,12,Breakfast Sandwich,66.68,6
2024-01-22,Monday,12,Drip Coffee,50.01,4
2024-01-22,Monday,13,Breakfast Sandwich,97.73,8
2024-01-22,Monday,13,Drip Coffee,67.01,6
2024-01-22,Monday,13,Croissant,50.26,4
2024-01-22,Monday,14,Drip Coffee,99.08,8
2024-01-22,Monday,14,Croissant,67.94,6
2024-01-22,Monday,14,Latte,50.96,4
2024-01-22,Monday,15,Croissant,80.93,7
2024-01-22,Monday,15,Latte,55.5,5
2024-01-22,Monday,15,Muffin,41.62,3
2024-01-22,Monday,16,Latte,83,7
2024-01-22,Monday,16,Muffin,56.92,5
2024-01-22,Monday,16,Breakfast Sandwich,42.69,4
2024-01-22,Monday,17,Muffin,85.24,7
2024-01-22,Monday,17,Breakfast Sandwich,58.45,5
2024-01-22,Monday,17,Drip Coffee,43.84,4
2024-01-22,Monday,18,Breakfast Sandwich,135.48,11
2024-01-22,Monday,18,Drip Coffee,92.9,8
2024-01-22,Monday,18,Croissant,69.68,6
2024-01-22,Monday,19,Drip Coffee,138.35,12
2024-01-22,Monday,19,Croissant,94.87,8
2024-01-22,Monday,19,Latte,71.15,6
2024-01-22,Monday,20,Croissant,140.42,12
2024-01-22,Monday,20,Latte,96.29,8
2024-01-22,Monday,20,Muffin,72.22,6
2024-01-22,Monday,21,Latte,141.46,12
2024-01-22,Monday,21,Muffin,97,8
2024-01-22,Monday,21,Breakfast Sandwich,72.75,6
2024-01-22,Monday,22,Muffin,91.2,8
2024-01-22,Monday,22,Breakfast Sandwich,62.54,5
2024-01-22,Monday,22,Drip Coffee,46.9,4
2024-01-23,Tuesday,8,Drip Coffee,46.6,4
2024-01-23,Tuesday,8,Croissant,31.96,3
2024-01-23,Tuesday,8,Latte,23.97,2
2024-01-23,Tuesday,9,Croissant,45.65,4
2024-01-23,Tuesday,9,Latte,31.3,3
2024-01-23,Tuesday,9,Muffin,23.48,2
2024-01-23,Tuesday,10,Latte,45.03,4
2024-01-23,Tuesday,10,Muffin,30.88,3
2024-01-23,Tuesday,10,Breakfast Sandwich,23.16,2
2024-01-23,Tuesday,11,Muffin,82.4,7
2024-01-23,Tuesday,11,Breakfast Sandwich,56.5,5
2024-01-23,Tuesday,11,Drip Coffee,42.38,4
2024-01-23,Tuesday,12,Breakfast Sandwich,82.8,7
2024-01-23,Tuesday,12,Drip Coffee,56.78,5
2024-01-23,Tuesday,12,Croissant,42.58,4
2024-01-23,Tuesday,13,Drip Coffee,83.95,7
2024-01-23,Tuesday,13,Croissant,57.57,5
2024-01-23,Tuesday,13,Latte,43.17,4
2024-01-23,Tuesday,14,Croissant,85.72,7
2024-01-23,Tuesday,14,Latte,58.78,5
2024-01-23,Tuesday,14,Muffin,44.08,4
2024-01-23,Tuesday,15,Latte,70.33,6
2024-01-23,Tuesday,15,Muffin,48.22,4
2024-01-23,Tuesday,15,Breakfast Sandwich,36.17,3
2024-01-23,Tuesday,16,Muffin,72.22,6
2024-01-23,Tuesday,16,Breakfast Sandwich,49.52,4
2024-01-23,Tuesday,16,Drip Coffee,37.14,3
2024-01-23,Tuesday,17,Breakfast Sandwich,74.06,6
2024-01-23,Tuesday,17,Drip Coffee,50.78,4
2024-01-23,Tuesday,17,Croissant,38.09,3
2024-01-23,Tuesday,18,Drip Coffee,117.22,10
2024-01-23,Tuesday,18,Croissant,80.38,7
2024-01-23,Tuesday,18,Latte,60.29,5
2024-01-23,Tuesday,19,Croissant,118.98,10
2024-01-23,Tuesday,19,Latte,81.58,7
2024-01-23,Tuesday,19,Muffin,61.19,5
2024-01-23,Tuesday,20,Latte,119.86,10
2024-01-23,Tuesday,20,Muffin,82.19,7
2024-01-23,Tuesday,20,Breakfast Sandwich,61.64,5
2024-01-23,Tuesday,21,Muffin,119.77,10
2024-01-23,Tuesday,21,Breakfast Sandwich,82.13,7
2024-01-23,Tuesday,21,Drip Coffee,61.6,5
2024-01-23,Tuesday,22,Breakfast Sandwich,76.6,6
2024-01-23,Tuesday,22,Drip Coffee,52.52,4
2024-01-23,Tuesday,22,Croissant,39.39,3
2024-01-24,Wednesday,8,Croissant,48.48,4
2024-01-24,Wednesday,8,Latte,33.24,3
2024-01-24,Wednesday,8,Muffin,24.93,2
2024-01-24,Wednesday,9,Latte,47.82,4
2024-01-24,Wednesday,9,Muffin,32.79,3
2024-01-24,Wednesday,9,Breakfast Sandwich,24.6,2
2024-01-24,Wednesday,10,Muffin,47.6,4
2024-01-24,Wednesday,10,Breakfast Sandwich,32.64,3
2024-01-24,Wednesday,10,Drip Coffee,24.48,2
2024-01-24,Wednesday,11,Breakfast Sandwich,87.93,7
2024-01-24,Wednesday,11,Drip Coffee,60.3,5
2024-01-24,Wednesday,11,Croissant,45.22,4
2024-01-24,Wednesday,12,Drip Coffee,89.16,7
2024-01-24,Wednesday,12,Croissant,61.14,5
2024-01-24,Wednesday,12,Latte,45.85,4
2024-01-24,Wednesday,13,Croissant,91.03,8
2024-01-24,Wednesday,13,Latte,62.42,5
2024-01-24,Wednesday,13,Muffin,46.82,4
